Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2013-03-18,KOTAKNIFTY,EQ,598.19,592.0,595.0,590.0,594.0,594.0,593.08,57,3380580000.0000005,13.0,51,0.8947
2013-03-19,KOTAKNIFTY,EQ,594.0,595.75,595.75,587.0,587.0,588.85,592.13,5569,329755447000.0,41.0,4368,0.7843000000000001
2013-03-20,KOTAKNIFTY,EQ,588.85,588.5,592.0,586.0,586.5,586.2,588.5,647,38076150000.0,25.0,627,0.9691
2013-03-21,KOTAKNIFTY,EQ,586.2,587.5,593.2,582.0,583.0,584.68,591.05,4468,264083052999.99997,51.0,4425,0.9904000000000001
2013-03-22,KOTAKNIFTY,EQ,584.68,585.0,588.11,580.0,585.0,584.99,586.7,1313,77034023000.0,32.0,1304,0.9931000000000001
2013-03-25,KOTAKNIFTY,EQ,584.99,585.0,592.92,579.0,580.0,581.45,583.75,7706,449840943000.0,48.0,6992,0.9073000000000001
2013-03-26,KOTAKNIFTY,EQ,581.45,585.0,587.99,576.0,583.0,582.35,581.27,1062,61731127000.0,48.0,1006,0.9473
2013-03-28,KOTAKNIFTY,EQ,582.35,585.0,594.94,574.99,592.0,589.54,578.71,18588,1075701703999.9999,219.0,13102,0.7049
2013-04-01,KOTAKNIFTY,EQ,589.54,586.0,592.0,584.95,588.0,588.1,587.98,447,26282924000.0,100.0,353,0.7897
2013-04-02,KOTAKNIFTY,EQ,588.1,586.0,592.0,586.0,590.0,590.0,587.14,803,47147400000.0,35.0,771,0.9601000000000001
2013-04-03,KOTAKNIFTY,EQ,590.0,588.0,592.0,583.0,583.0,584.26,588.67,424,24959512000.0,26.0,364,0.8584999999999999
2013-04-04,KOTAKNIFTY,EQ,584.26,585.0,585.0,570.0,575.3,574.98,578.35,320,18507130000.0,49.0,280,0.875
2013-04-05,KOTAKNIFTY,EQ,574.98,574.0,584.99,571.0,577.0,576.63,575.37,4728,272035891000.0,414.0,4209,0.8902
2013-04-08,KOTAKNIFTY,EQ,576.63,572.0,575.5,572.0,572.5,573.12,573.72,606,34767150000.0,54.0,371,0.6122
2013-04-09,KOTAKNIFTY,EQ,573.12,572.75,578.99,568.0,569.0,568.98,573.1,668,38283070000.0,53.0,494,0.7395
2013-04-10,KOTAKNIFTY,EQ,568.98,571.0,573.5,567.0,572.0,572.91,569.45,597,33996100000.0,44.0,418,0.7001999999999999
2013-04-11,KOTAKNIFTY,EQ,572.91,576.0,578.0,574.0,578.0,576.89,575.19,1166,67067280000.00001,41.0,1076,0.9228000000000001
2013-04-12,KOTAKNIFTY,EQ,576.89,570.0,586.15,570.0,573.0,573.0,573.33,1096,62836775000.0,63.0,909,0.8294
2013-04-15,KOTAKNIFTY,EQ,573.0,567.0,576.0,566.0,576.0,576.0,569.02,364,20712450000.0,35.0,198,0.544
2013-04-16,KOTAKNIFTY,EQ,576.0,571.0,583.0,571.0,582.0,582.0,578.63,429,24823200000.0,58.0,341,0.7948999999999999
2013-04-17,KOTAKNIFTY,EQ,582.0,586.0,587.05,581.0,581.0,582.79,584.82,327,19123606000.0,50.0,207,0.633
2013-04-18,KOTAKNIFTY,EQ,582.79,582.0,595.0,577.1,595.0,591.89,585.09,275,16090040000.0,39.0,227,0.8255
2013-04-22,KOTAKNIFTY,EQ,591.89,593.0,597.5,593.0,596.5,596.95,593.93,3223,191423951000.0,39.0,3210,0.996
2013-04-23,KOTAKNIFTY,EQ,596.95,596.0,597.0,592.0,596.0,596.86,592.71,593,35147850000.0,22.0,586,0.9882
2013-04-25,KOTAKNIFTY,EQ,596.86,597.0,603.0,597.0,601.0,601.78,599.09,4109,246167675000.0,50.0,4044,0.9842000000000001
2013-04-26,KOTAKNIFTY,EQ,601.78,601.0,602.5,598.0,598.1,600.09,601.06,301,18091875000.0,24.0,176,0.5847
2013-04-29,KOTAKNIFTY,EQ,600.09,604.0,605.0,602.0,603.0,602.95,602.61,1136,68456350000.0,34.0,972,0.8556
2013-04-30,KOTAKNIFTY,EQ,602.95,612.0,612.0,600.11,603.0,603.0,604.27,1654,99946112000.0,40.0,1615,0.9764
2013-05-02,KOTAKNIFTY,EQ,603.0,604.5,615.0,603.0,611.0,610.14,606.9,786,47702450000.0,59.0,755,0.9606
2013-05-03,KOTAKNIFTY,EQ,610.14,610.0,613.5,604.94,611.0,610.71,608.59,1016,61833016000.0,66.0,754,0.7421
2013-05-06,KOTAKNIFTY,EQ,610.71,611.25,611.5,607.0,610.0,610.0,609.9,139,8477550000.0,14.0,138,0.9928
2013-05-07,KOTAKNIFTY,EQ,610.0,605.0,609.98,605.0,607.5,607.44,606.33,5378,326086173000.0,45.0,5200,0.9669
2013-05-08,KOTAKNIFTY,EQ,607.44,607.0,608.0,604.0,608.0,607.08,605.78,749,45372795000.0,29.0,670,0.8945000000000001
2013-05-09,KOTAKNIFTY,EQ,607.08,608.0,610.5,606.0,607.5,608.17,608.31,902,54869305000.00001,44.0,647,0.7173
2013-05-10,KOTAKNIFTY,EQ,608.17,608.0,612.99,607.5,612.0,611.67,609.67,513,31276280000.0,40.0,447,0.8713
2013-05-11,KOTAKNIFTY,EQ,611.67,612.0,612.0,610.0,611.0,611.0,610.73,555,33895775000.0,7.0,555,1.0
2013-05-13,KOTAKNIFTY,EQ,611.0,611.0,611.0,605.68,605.69,605.69,606.37,2972,180214258000.0,33.0,2229,0.75
2013-05-14,KOTAKNIFTY,EQ,605.69,604.0,604.0,601.0,603.5,603.5,603.03,96,5789050000.0,20.0,79,0.8229000000000001
2013-05-15,KOTAKNIFTY,EQ,603.5,604.0,621.15,601.0,610.01,610.13,606.44,7504,455072717000.0,133.0,4878,0.6501
2013-05-16,KOTAKNIFTY,EQ,610.13,615.0,618.99,612.99,615.0,616.34,615.81,523,32206646000.000004,31.0,402,0.7686000000000001
2013-05-17,KOTAKNIFTY,EQ,616.34,615.5,618.0,610.0,618.0,615.8,615.79,9718,598424050000.0,41.0,513,0.05280000000000001
2013-05-20,KOTAKNIFTY,EQ,615.8,620.0,620.0,613.0,613.5,613.2,616.65,757,46680650000.0,42.0,623,0.823
2013-05-21,KOTAKNIFTY,EQ,613.2,614.0,620.0,612.69,613.0,612.94,613.63,1612,98916613000.0,47.0,1453,0.9014
2013-05-22,KOTAKNIFTY,EQ,612.94,615.0,615.0,609.0,609.5,609.5,612.97,51,3126147000.0,13.0,41,0.8039000000000001
2013-05-23,KOTAKNIFTY,EQ,609.5,605.0,605.0,594.99,597.0,597.0,603.18,7763,468248622000.0,71.0,7181,0.925
2013-05-24,KOTAKNIFTY,EQ,597.0,601.0,606.0,598.0,600.0,599.86,602.01,295,17759395000.0,39.0,270,0.9153
2013-05-27,KOTAKNIFTY,EQ,599.86,601.0,610.0,601.0,606.0,606.43,605.84,272,16478900000.0,24.0,240,0.8824
2013-05-28,KOTAKNIFTY,EQ,606.43,608.0,613.0,606.0,610.5,610.62,609.41,376,22913950000.0,26.0,262,0.6968000000000001
2013-05-29,KOTAKNIFTY,EQ,610.62,610.75,611.0,607.75,608.0,608.0,609.51,43,2620910000.0,12.0,29,0.6744
2013-05-30,KOTAKNIFTY,EQ,608.0,608.0,610.0,608.0,610.0,610.0,609.27,41,2498000000.0,6.0,30,0.7317
2013-05-31,KOTAKNIFTY,EQ,610.0,608.0,608.0,605.5,607.0,606.27,606.24,647,39223680000.0,24.0,357,0.5518
2013-06-03,KOTAKNIFTY,EQ,606.27,600.0,606.0,599.5,602.0,602.0,602.07,235,14148690000.0,45.0,210,0.8936000000000001
2013-06-04,KOTAKNIFTY,EQ,602.0,598.0,603.0,598.0,599.0,599.0,601.03,140,8414455000.0,32.0,83,0.5929
2013-06-05,KOTAKNIFTY,EQ,599.0,595.0,602.0,590.0,596.0,596.0,597.99,451,26969499000.0,35.0,406,0.9002
2013-06-06,KOTAKNIFTY,EQ,596.0,595.0,596.5,592.0,596.5,596.5,593.01,88,5218500000.0,20.0,56,0.6364
2013-06-07,KOTAKNIFTY,EQ,596.5,594.0,601.0,594.0,595.0,595.0,596.03,125,7450400000.0,16.0,100,0.8
2013-06-10,KOTAKNIFTY,EQ,595.0,599.0,601.0,591.97,594.0,594.08,597.68,149,8905372000.0,31.0,92,0.6174000000000001
2013-06-11,KOTAKNIFTY,EQ,594.08,590.0,593.0,585.7,588.0,588.41,588.97,181,10660270000.0,26.0,115,0.6354
2013-06-12,KOTAKNIFTY,EQ,588.41,586.0,586.0,577.95,580.0,580.26,580.1,662,38402695000.0,55.0,430,0.6495000000000001
2013-06-13,KOTAKNIFTY,EQ,580.26,575.0,575.0,574.5,575.0,575.0,574.8,148,8506995000.0,18.0,87,0.5878
2013-06-14,KOTAKNIFTY,EQ,575.0,580.0,592.0,580.0,581.75,582.63,584.41,287,16772517000.000002,38.0,174,0.6063000000000001
2013-06-17,KOTAKNIFTY,EQ,582.63,585.0,596.0,582.0,596.0,595.5,586.34,188,11023210000.0,37.0,120,0.6383
2013-06-18,KOTAKNIFTY,EQ,595.5,595.0,596.0,585.0,585.0,589.23,592.48,86,5095320000.0,23.0,33,0.3837
2013-06-19,KOTAKNIFTY,EQ,589.23,586.0,590.0,585.0,585.02,585.02,585.99,164,9610192000.0,19.0,101,0.6159
2013-06-20,KOTAKNIFTY,EQ,585.02,583.0,591.75,575.0,576.5,578.54,579.08,1248,72268760000.0,67.0,1177,0.9431
2013-06-21,KOTAKNIFTY,EQ,578.54,575.0,586.57,574.0,575.0,575.0,576.78,880,50757076000.0,43.0,728,0.8273
2013-06-24,KOTAKNIFTY,EQ,575.0,585.0,590.0,567.7,570.0,569.26,569.4,5670,322847774000.0,56.0,5630,0.9929000000000001
2013-06-25,KOTAKNIFTY,EQ,569.26,571.5,574.0,567.0,569.05,569.52,570.95,128,7308105000.0,23.0,65,0.5078
2013-06-26,KOTAKNIFTY,EQ,569.52,570.0,570.0,569.0,569.0,569.0,569.15,71,4040990000.0,11.0,53,0.7465
2013-06-27,KOTAKNIFTY,EQ,569.0,574.5,578.0,574.0,578.0,577.99,577.22,2419,139628655000.0,39.0,2346,0.9698000000000001
2013-06-28,KOTAKNIFTY,EQ,577.99,580.0,595.0,580.0,589.0,589.0,587.49,420,24674571000.0,57.0,313,0.7452
2013-07-01,KOTAKNIFTY,EQ,589.0,595.0,596.0,593.0,595.9,595.9,594.63,79,4697600000.0,22.0,56,0.7089
2013-07-02,KOTAKNIFTY,EQ,595.9,596.9,599.0,595.0,597.0,597.0,596.4,103,6142950000.0,26.0,71,0.6893000000000001
2013-07-03,KOTAKNIFTY,EQ,597.0,590.0,590.0,587.0,588.0,588.0,588.23,35,2058800000.0,6.0,24,0.6857
2013-07-04,KOTAKNIFTY,EQ,588.0,591.0,594.0,590.0,593.0,593.0,591.16,84,4965775000.0,22.0,61,0.7262000000000001
2013-07-05,KOTAKNIFTY,EQ,593.0,599.0,670.0,596.0,623.0,624.98,606.45,445,26986883000.0,80.0,202,0.4539
2013-07-08,KOTAKNIFTY,EQ,624.98,624.92,650.0,590.0,590.0,591.36,608.96,452,27524980000.0,41.0,248,0.5487
2013-07-09,KOTAKNIFTY,EQ,591.36,593.0,595.0,593.0,595.0,593.75,593.74,90,5343700000.0,20.0,60,0.6667000000000001
2013-07-10,KOTAKNIFTY,EQ,593.75,597.0,598.0,590.06,592.0,592.79,595.62,83,4943606000.0,14.0,59,0.7108
2013-07-11,KOTAKNIFTY,EQ,592.79,601.0,601.0,596.0,600.0,598.06,599.43,701,42019850000.0,31.0,585,0.8345
2013-07-12,KOTAKNIFTY,EQ,598.06,605.0,609.01,600.0,609.0,605.37,603.77,1065,64301380000.00001,33.0,1048,0.9840000000000001
2013-07-15,KOTAKNIFTY,EQ,605.37,615.0,615.0,608.0,613.0,612.61,611.57,156,9540550000.0,30.0,122,0.7820999999999999
2013-07-16,KOTAKNIFTY,EQ,612.61,601.0,607.0,601.0,604.5,604.5,604.33,110,6647650000.0,17.0,76,0.6909000000000001
2013-07-17,KOTAKNIFTY,EQ,604.5,609.0,610.0,603.0,605.5,605.55,608.15,94,5716600000.0,13.0,62,0.6596
2013-07-18,KOTAKNIFTY,EQ,605.55,612.75,614.0,607.0,614.0,613.9,609.28,94,5727275000.0,12.0,50,0.5319
2013-07-19,KOTAKNIFTY,EQ,613.9,616.25,616.25,614.0,614.0,614.28,615.59,321,19760475000.0,42.0,180,0.5607
2013-07-22,KOTAKNIFTY,EQ,614.28,610.0,615.5,610.0,614.0,614.0,614.35,793,48718300000.0,24.0,778,0.9811
2013-07-23,KOTAKNIFTY,EQ,614.0,615.0,623.0,612.05,616.0,616.0,614.64,5391,331349910000.0,77.0,3038,0.5635
2013-07-24,KOTAKNIFTY,EQ,616.0,614.5,615.5,604.0,604.0,604.49,604.31,29998,1812804961000.0,62.0,29889,0.9964000000000001
2013-07-25,KOTAKNIFTY,EQ,604.49,605.0,608.5,601.99,602.0,603.65,602.1,23025,1386329560000.0,40.0,21740,0.9442
2013-07-26,KOTAKNIFTY,EQ,603.65,604.5,605.0,599.0,601.0,601.0,600.32,5340,320573130000.0,37.0,5083,0.9519
2013-07-29,KOTAKNIFTY,EQ,601.0,599.0,600.0,593.0,595.0,595.38,597.73,400,23909151000.0,29.0,327,0.8175
2013-07-30,KOTAKNIFTY,EQ,595.38,595.38,595.38,588.0,588.0,588.0,591.63,191,11300200000.0,16.0,169,0.8848
2013-07-31,KOTAKNIFTY,EQ,588.0,585.0,595.0,580.0,585.5,589.16,584.66,193,11284025000.0,29.0,122,0.6321
2013-08-01,KOTAKNIFTY,EQ,589.16,590.0,590.0,582.0,584.5,584.53,585.5,862,50470100000.0,39.0,721,0.8364
2013-08-02,KOTAKNIFTY,EQ,584.53,582.0,606.5,579.0,583.0,590.73,590.27,3084,182040379000.0,70.0,2031,0.6586
2013-08-05,KOTAKNIFTY,EQ,590.73,595.0,604.94,579.0,581.0,581.0,587.14,203,11919001000.0,28.0,135,0.665
2013-08-06,KOTAKNIFTY,EQ,581.0,579.0,580.0,565.0,568.0,569.83,572.54,1235,70708297000.0,62.0,1192,0.9652
2013-08-07,KOTAKNIFTY,EQ,569.83,568.0,570.0,565.0,570.0,570.0,566.97,409,23188900000.0,31.0,366,0.8948999999999999
2013-08-08,KOTAKNIFTY,EQ,570.0,569.0,571.0,567.0,571.0,570.66,569.61,629,35828300000.0,16.0,524,0.8331000000000001
