Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Short,Middle,Long,Buy,Sell,Stocks_To_Buy,Stocks_To_Sell,Current_Assets,Value,Profits,Total
0,,,,,,,,,,,,,,,,,,,,,,0,,0,
